File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF973NBX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE				2	2_1						ENCFF236GMW, ENCFF420MOQ	3997830	ENCODE Processing Pipeline	03cc4cb6dd5e79225c390245c59eeb18		https://www.encodeproject.org/files/ENCFF973NBX/@@download/ENCFF973NBX.bed.gz				released	s3://encode-public/2017/07/04/24ed011a-4704-482a-a75d-e9f74529148f/ENCFF973NBX.bed.gz	low read depth, borderline replicate concordance		control insufficient read depth, insufficient read length	
ENCFF258YSG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF236GMW, ENCFF289RZG, ENCFF420MOQ	4706612	ENCODE Processing Pipeline	1c34d9a2fd97f51b3d9f5a3763be979d		https://www.encodeproject.org/files/ENCFF258YSG/@@download/ENCFF258YSG.bed.gz				released	s3://encode-public/2017/07/04/72e54465-f1f0-4301-a750-78e410cc4bfa/ENCFF258YSG.bed.gz	low read depth, borderline replicate concordance		control insufficient read depth, insufficient read length	
ENCFF434HVY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF150BGK, ENCFF419RSJ, ENCFF548GRF, ENCFF589LYY	20256	ENCODE Processing Pipeline	b777a21430fdf491cb5da540cc6afe62		https://www.encodeproject.org/files/ENCFF434HVY/@@download/ENCFF434HVY.bed.gz				released	s3://encode-public/2017/07/04/724e191d-a109-45bb-b75b-18e4de09587d/ENCFF434HVY.bed.gz	low read depth, borderline replicate concordance	mismatched status	control insufficient read depth, insufficient read length	
ENCFF589LYY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE				1	1_1						ENCFF157YWH, ENCFF199XSZ	4002131	ENCODE Processing Pipeline	712b6055b8c1388a54dc6ebbc08064e2		https://www.encodeproject.org/files/ENCFF589LYY/@@download/ENCFF589LYY.bed.gz				released	s3://encode-public/2017/07/04/aea991c4-960f-4bb1-9cc6-3eeb3c9968bf/ENCFF589LYY.bed.gz	low read depth, borderline replicate concordance		control insufficient read depth, insufficient read length	
ENCFF892GAT	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EUL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NR2C2-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF150BGK, ENCFF419RSJ, ENCFF548GRF, ENCFF589LYY	14325	ENCODE Processing Pipeline	bbc69d68325325f82e3ccbac810d00bc		https://www.encodeproject.org/files/ENCFF892GAT/@@download/ENCFF892GAT.bed.gz				released	s3://encode-public/2017/07/04/c7be3473-27fc-4510-83ba-b616166b1563/ENCFF892GAT.bed.gz	low read depth, borderline replicate concordance	mismatched status	control insufficient read depth, insufficient read length	
ENCFF001VFM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE												443807	Michael Snyder, Stanford	c2c36ab998bd7024678e17582e8852dc		https://www.encodeproject.org/files/ENCFF001VFM/@@download/ENCFF001VFM.bed.gz				archived	s3://encode-public/2012/07/01/782744b0-df60-4d49-9ff8-d69e4bc36532/ENCFF001VFM.narrowPeak.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	missing derived_from, biological replicates with identical biosample		
ENCFF002CPP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE												171002	ENCODE Consortium Analysis Working Group	06b4dbcce351dd97c60552789fac7e28		https://www.encodeproject.org/files/ENCFF002CPP/@@download/ENCFF002CPP.bed.gz				archived	s3://encode-public/2014/06/06/7b81c4b4-5090-4623-abb3-58a665bbaa7a/ENCFF002CPP.narrowPeak.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	missing derived_from, biological replicates with identical biosample		
ENCFF211SUY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF110OHA, ENCFF416FSY, ENCFF423HKM, ENCFF545DZO	4975111	ENCODE Processing Pipeline	08b54d16f1245077578ad8d442e24ccc		https://www.encodeproject.org/files/ENCFF211SUY/@@download/ENCFF211SUY.bed.gz				released	s3://encode-public/2017/07/21/364a8224-2ded-4b65-a2b8-a900ac0e9a85/ENCFF211SUY.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF494DOZ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF211SUY, ENCFF234PNC, ENCFF318RHH	94983	ENCODE Processing Pipeline	af713cd9a66c0c8b0e08bc1d92e129e2		https://www.encodeproject.org/files/ENCFF494DOZ/@@download/ENCFF494DOZ.bed.gz				released	s3://encode-public/2017/07/21/39147c99-16bb-4020-8af0-d5de0df1580d/ENCFF494DOZ.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF318RHH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE				1	1_1						ENCFF110OHA, ENCFF416FSY, ENCFF545DZO	4125263	ENCODE Processing Pipeline	5e9262a0cb34be36eda68e27d952dc6e		https://www.encodeproject.org/files/ENCFF318RHH/@@download/ENCFF318RHH.bed.gz				released	s3://encode-public/2017/07/21/a01f1ec3-82aa-46fa-9c28-92006929cbcd/ENCFF318RHH.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF234PNC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE				2	2_1						ENCFF423HKM, ENCFF545DZO	4079736	ENCODE Processing Pipeline	e0b33802feebc9eead970443f79cf85f		https://www.encodeproject.org/files/ENCFF234PNC/@@download/ENCFF234PNC.bed.gz				released	s3://encode-public/2017/07/21/5d2f4949-6d1b-4fc4-bcf1-779d8c3804b6/ENCFF234PNC.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF014RBU	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF211SUY, ENCFF234PNC, ENCFF318RHH	135992	ENCODE Processing Pipeline	22bf3b30438a5ab0a401f82cf845218f		https://www.encodeproject.org/files/ENCFF014RBU/@@download/ENCFF014RBU.bed.gz				released	s3://encode-public/2017/07/21/3b643927-e46e-4d96-8cb7-e52984eadcf4/ENCFF014RBU.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF876ANR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE				2	2_1						ENCFF145QDZ, ENCFF477ZKJ	4027629	ENCODE Processing Pipeline	00460a10d6b21f0e18119408f314958a		https://www.encodeproject.org/files/ENCFF876ANR/@@download/ENCFF876ANR.bed.gz				released	s3://encode-public/2017/07/21/1cfde23e-0024-4e11-9f5e-8e24a16b92ad/ENCFF876ANR.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF202BET	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE				1	1_1						ENCFF453OOT, ENCFF477ZKJ, ENCFF710SMS	4124595	ENCODE Processing Pipeline	1e370665ae7e2c65bc6e86efc942fab3		https://www.encodeproject.org/files/ENCFF202BET/@@download/ENCFF202BET.bed.gz				released	s3://encode-public/2017/07/21/d44fb1c8-0e9f-419b-8cf5-9fabe807cd15/ENCFF202BET.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF923CHO	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF202BET, ENCFF271YEG, ENCFF419RSJ, ENCFF876ANR	132521	ENCODE Processing Pipeline	f9f7667bb470ffd1e8c1277d1f30472a		https://www.encodeproject.org/files/ENCFF923CHO/@@download/ENCFF923CHO.bed.gz				released	s3://encode-public/2017/07/21/8c0ed7ea-633d-41d1-a807-badd749fb162/ENCFF923CHO.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	mismatched status, biological replicates with identical biosample		
ENCFF271YEG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF145QDZ, ENCFF453OOT, ENCFF477ZKJ, ENCFF710SMS	4974598	ENCODE Processing Pipeline	86e9f78de015712579aa085e846eea07		https://www.encodeproject.org/files/ENCFF271YEG/@@download/ENCFF271YEG.bed.gz				released	s3://encode-public/2017/07/21/48a8ef7a-af19-4cd8-a1b5-63583b2f4112/ENCFF271YEG.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample		
ENCFF039SJV	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DZV	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										STAT3-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF202BET, ENCFF271YEG, ENCFF419RSJ, ENCFF876ANR	96005	ENCODE Processing Pipeline	1f41e5ba38daf03682d74731d8316267		https://www.encodeproject.org/files/ENCFF039SJV/@@download/ENCFF039SJV.bed.gz				released	s3://encode-public/2017/07/21/41442d26-b43d-4d2b-899d-99cbb9020994/ENCFF039SJV.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	mismatched status, biological replicates with identical biosample		
ENCFF001VDW	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000DZJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE												1086634	Michael Snyder, Stanford	43496bc940997f5b2495c4789e88d0d1		https://www.encodeproject.org/files/ENCFF001VDW/@@download/ENCFF001VDW.bed.gz				archived	s3://encode-public/2012/07/01/bd167acb-ed84-4bf5-b10d-a1669265f330/ENCFF001VDW.narrowPeak.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	duplicate lane review, missing derived_from, biological replicates with identical biosample		
ENCFF002COK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DZJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE												326289	ENCODE Consortium Analysis Working Group	100a70ef09b8815c8809ed9b799cd078		https://www.encodeproject.org/files/ENCFF002COK/@@download/ENCFF002COK.bed.gz				archived	s3://encode-public/2014/06/06/0199719c-7066-4119-9460-adc9f1f839b1/ENCFF002COK.narrowPeak.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	missing derived_from, duplicate lane review, biological replicates with identical biosample		
ENCFF853SOB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DZJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF354WUJ, ENCFF512QTF, ENCFF909EYB	407249	ENCODE Processing Pipeline	d964abe4d5ff7ce20874db90631d395f		https://www.encodeproject.org/files/ENCFF853SOB/@@download/ENCFF853SOB.bed.gz				released	s3://encode-public/2017/07/19/93f6aa3e-aba9-45e2-8104-17be225730fd/ENCFF853SOB.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	duplicate lane review, biological replicates with identical biosample		
ENCFF354WUJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE				2	2_1						ENCFF545DZO, ENCFF899LXA	4280947	ENCODE Processing Pipeline	d8616dc3b56920001156e632fefd5187		https://www.encodeproject.org/files/ENCFF354WUJ/@@download/ENCFF354WUJ.bed.gz				released	s3://encode-public/2017/07/19/9c1832c3-82c4-489f-b0d3-640918ec4e13/ENCFF354WUJ.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	duplicate lane review, biological replicates with identical biosample		
ENCFF909EYB	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE				1	1_1						ENCFF110OHA, ENCFF545DZO, ENCFF758YOO	4529276	ENCODE Processing Pipeline	6afa95a3f0616f7314b161ca4616b275		https://www.encodeproject.org/files/ENCFF909EYB/@@download/ENCFF909EYB.bed.gz				released	s3://encode-public/2017/07/19/13173e5f-3b81-4dd2-a1d7-415d8ace6272/ENCFF909EYB.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	duplicate lane review, biological replicates with identical biosample		
ENCFF512QTF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF110OHA, ENCFF545DZO, ENCFF758YOO, ENCFF899LXA	5161143	ENCODE Processing Pipeline	9af0cb5bfdff0a15952d6fd81211089f		https://www.encodeproject.org/files/ENCFF512QTF/@@download/ENCFF512QTF.bed.gz				released	s3://encode-public/2017/07/19/1e582c5e-b4fa-43fb-a06c-d780c3855ce8/ENCFF512QTF.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	duplicate lane review, biological replicates with identical biosample		
ENCFF622HGF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000DZJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF084OAG, ENCFF419RSJ, ENCFF456YSD, ENCFF986ZCP	398658	ENCODE Processing Pipeline	cd4d43710a7f1d732ab37cb220ac1e27		https://www.encodeproject.org/files/ENCFF622HGF/@@download/ENCFF622HGF.bed.gz				released	s3://encode-public/2017/07/19/ea29415f-3cd8-49b0-9dc3-2d96e6f65642/ENCFF622HGF.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	mismatched status, duplicate lane review, biological replicates with identical biosample		
ENCFF986ZCP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DZJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE				1	1_1						ENCFF024QRE, ENCFF477ZKJ, ENCFF710SMS	4506396	ENCODE Processing Pipeline	66551f691d08feacfec8ef02fffa9afa		https://www.encodeproject.org/files/ENCFF986ZCP/@@download/ENCFF986ZCP.bed.gz				released	s3://encode-public/2017/07/19/31ac9d7a-32f5-4f6b-8fb7-ebe5432faa11/ENCFF986ZCP.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	duplicate lane review, biological replicates with identical biosample		
ENCFF456YSD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DZJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF024QRE, ENCFF435RCL, ENCFF477ZKJ, ENCFF710SMS	5116513	ENCODE Processing Pipeline	eff12720bfcac7c2b17952eb7bc8489e		https://www.encodeproject.org/files/ENCFF456YSD/@@download/ENCFF456YSD.bed.gz				released	s3://encode-public/2017/07/19/8d63bf73-4c3d-4bc0-98ea-df6e3db1d2fd/ENCFF456YSD.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	duplicate lane review, biological replicates with identical biosample		
ENCFF084OAG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DZJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BHLHE40-human	DNA						2011-10-29	ENCODE				2	2_1						ENCFF435RCL, ENCFF477ZKJ	4280098	ENCODE Processing Pipeline	9d49c29b2fa0740c0a717c6fdd185b34		https://www.encodeproject.org/files/ENCFF084OAG/@@download/ENCFF084OAG.bed.gz				released	s3://encode-public/2017/07/19/16ceb353-be20-4973-8b7a-aacb2a5d13b1/ENCFF084OAG.bed.gz	improper control_type of control experiment, low read depth, borderline replicate concordance, low read length	duplicate lane review, biological replicates with identical biosample		
ENCFF002CHK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BHJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										PAX5-human	DNA						2011-07-18	ENCODE												383139	ENCODE Consortium Analysis Working Group	bc78187f95b7ecfb2d41029a2b41319d		https://www.encodeproject.org/files/ENCFF002CHK/@@download/ENCFF002CHK.bed.gz				archived	s3://encode-public/2014/06/06/3d82a39f-2187-4751-b217-878ddfbf572d/ENCFF002CHK.narrowPeak.gz	low read depth, borderline replicate concordance, low read length	missing derived_from, biological replicates with identical biosample	insufficient read depth	
ENCFF322OFP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										PAX5-human	DNA						2011-07-18	ENCODE				1	1_1						ENCFF100EIH, ENCFF562HPN, ENCFF614SHU	3843589	ENCODE Processing Pipeline	faf3ed090f1efdb117bcab54a33dde81		https://www.encodeproject.org/files/ENCFF322OFP/@@download/ENCFF322OFP.bed.gz				released	s3://encode-public/2016/12/16/748ff011-f09d-4590-8595-289a17579ae8/ENCFF322OFP.bed.gz	low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample	insufficient read depth	
ENCFF745IWV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										PAX5-human	DNA						2011-07-18	ENCODE				2	2_1						ENCFF100EIH, ENCFF475VQL, ENCFF562HPN	5623493	ENCODE Processing Pipeline	69aeee6d2cbd908e3698c93460beac56		https://www.encodeproject.org/files/ENCFF745IWV/@@download/ENCFF745IWV.bed.gz				released	s3://encode-public/2016/12/16/604909b5-8278-493e-a2ce-5c3010b8987c/ENCFF745IWV.bed.gz	low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample	insufficient read depth	
ENCFF041UZM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										PAX5-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF100EIH, ENCFF475VQL, ENCFF562HPN, ENCFF614SHU	5797560	ENCODE Processing Pipeline	cacf57dff2b18ae6e5515aa194a035df		https://www.encodeproject.org/files/ENCFF041UZM/@@download/ENCFF041UZM.bed.gz				released	s3://encode-public/2016/12/16/c400fe28-e4e5-428c-98bb-7353c82295e7/ENCFF041UZM.bed.gz	low read depth, borderline replicate concordance, low read length	biological replicates with identical biosample	insufficient read depth	
